id,label,rank,source_label,content,metadata
10,-1,9,0,"[embed] https://www.youtube.com/watch?v=a7KLQ1oCvNs [/embed]
Targets – Gluteus maximus, triceps brachii, quadriceps, hamstrings, etc.
Benefits – Lower blood pressure, regular blood glucose, support weight loss, and stimulate the abdominal organs.
How to do it?

Place a yoga mat on the ground and lie down on it on your chest.
- Keep your body in a straight line while placing your palms flat on the floor.
- You need to keep your forearms at a 90-degree angle against the floor.
- Put pressure on the palms and straighten to lift your upper body off the floor.
- Hold this position while lifting your head up and looking straight in front.
- Keep your throat and neck relaxed while keeping the shoulder and buttocks taut.
- Hold this position for 20-30 seconds and lower yourself back on the floor.
Targets – Hamstrings, Spinal extensors, rotator cuff
Benefits – Improve blood circulation, stimulate thyroid function, regulate blood glucose levels, reduce stress, relieve headache, and improve insomnia symptoms.
How to do it?","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1276/6.-Upward-Facing-Dog-1024x512.jpg\nhttps://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1271/7.-Plow-pose-1024x512.jpg', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 9, 'document_label': 0}"
11,-1,10,0,"Targets – Hamstrings, Spinal extensors, rotator cuff
Benefits – Improve blood circulation, stimulate thyroid function, regulate blood glucose levels, reduce stress, relieve headache, and improve insomnia symptoms.
How to do it?

To do this yoga for type 1 diabetes (and type 2 as well), start by laying down a yoga mat or folded towel.
- Start by doing a shoulder stand while gradually moving your feet above the head.
- Shift your hands to your hips to support your stance.
- Stay in that position for up to 1 minute.
- Once done, roll your spine and gradually bring your legs back down to the original position.
Targets – Hamstrings, quadriceps, pectoralis major
Benefits – Stimulates the abdominal organs, improves blood glucose levels, relieves pulmonary complications, and relieves constipation.
How to do it?","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1271/7.-Plow-pose-1024x512.jpg\nhttps://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1269/8-Bow-Pose-1-1024x512.jpg', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 10, 'document_label': 0}"
12,-1,11,0,"Targets – Hamstrings, quadriceps, pectoralis major
Benefits – Stimulates the abdominal organs, improves blood glucose levels, relieves pulmonary complications, and relieves constipation.
How to do it?

On the yoga mat on the floor, lie down on your stomach, keeping your palms on either side of your torso, facing up.
- As you bend your knees, move your hands to hold on to the outside of your ankles.
- Gradually lift your head, chest, and knees while looking forward.
- Practice deep breathing during that process.
- Hold this position for 30 seconds.
- As you exhale, release the pose.
Targets – Erector spinae, trapezius, rectus abdominis
Benefits – Stimulate abdominal organs, lower blood sugar levels, and relieve stiffness in the back.
How to do it?","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1269/8-Bow-Pose-1-1024x512.jpg\nhttps://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1277/9.-Supine-spinal-twist-1024x512.jpg', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 11, 'document_label': 0}"
13,-1,12,0,"Targets – Erector spinae, trapezius, rectus abdominis
Benefits – Stimulate abdominal organs, lower blood sugar levels, and relieve stiffness in the back.
How to do it?

Start by laying down flat on your back on top of a yoga mat or a folded towel.
- Gradually bring both of your knees towards your chest. Don’t overexert and only stretch as much as you can.
- Extend your hands so they lie in a straight line, keeping your palms facing up.
- Bring both of your joined and bent knees to the left side while turning your head towards the right.
- Do the same on the right side while turning your head towards the left.
- Hold the twisted position on either side for 30 seconds before switching.
Targets – Gluteus maximus, rotator muscles, hamstrings, spinal extensors
Benefits – Promotes muscle relaxation, relieves neck pain, and sensitizes the beta cell function in the pancreas.
How to do it?","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1277/9.-Supine-spinal-twist-1024x512.jpg\nhttps://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1268/10.-Childs-Pose-1024x512.jpg', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 12, 'document_label': 0}"
14,-1,13,0,"Targets – Gluteus maximus, rotator muscles, hamstrings, spinal extensors
Benefits – Promotes muscle relaxation, relieves neck pain, and sensitizes the beta cell function in the pancreas.
How to do it?

Lay out a yoga mat and get on it on your knees, ensuring to place your knees hip-width apart.
- Move back slightly so your buttocks are touching your heels.
- If you have knee pain or discomfort, place a cushion or pillow for support.
- Bend your upper body and slightly lean forward to touch your forehead on the floor.
- Bring your arms in front of you and extend them to feel a slight stretch around the shoulders and armpits.
- As you breathe in and out, stay in that position for a maximum of 5 minutes.
- Once done, lift yourself up slowly and exhale.
Targets – Back muscles
Benefits – Lower blood pressure, regular blood glucose, relieve fatigue and insomnia.
How to do it?","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1268/10.-Childs-Pose-1024x512.jpg\nhttps://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 13, 'document_label': 0}"
15,-1,14,0,"Targets – Back muscles
Benefits – Lower blood pressure, regular blood glucose, relieve fatigue and insomnia.
How to do it?

When curating your yoga for type-2 diabetes, always include the corpse pose to complete the yoga routine.
- Lay down flat on your back on the yoga mat.
- Keep your legs a little spread out, wider than your hip-width.
- Keep your arms resting and relaxing on either side of your torso, palms facing towards the ceiling.
- Maintain a straight positioning of your torso, so it forms a “Y” shape.
- Press your body to the floor while you relax and feel the tension relieving from your body.
- Stay in this position for 10-20 minutes.
When it comes to discussing more yoga for preventing diabetes, the two recurring questions are, “How often should I do it?” and “Does it really work?”","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 14, 'document_label': 0}"
16,-1,15,0,"When it comes to discussing more yoga for preventing diabetes, the two recurring questions are, “How often should I do it?” and “Does it really work?”

To answer your question, yoga definitely has a multitude of benefits in diabetes management. It relieves stress levels, regulates blood glucose in the body, and also improves insulin sensitivity and metabolism in the patient.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 15, 'document_label': 0}"
17,-1,16,0,"If you are having a hard time regulating your blood glucose levels, despite being on oral medications or insulin therapy, introducing this minor lifestyle switch can make a lot of difference.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 16, 'document_label': 0}"
18,-1,17,0,"As for how often or how long you should do yoga for diabetes, it depends on your endurance. Listen to your body and only push yourself to your maximum level. There is no reason to overexert yourself.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 17, 'document_label': 0}"
19,-1,18,0,"Doing yoga every day can be extremely beneficial in your diabetes management journey. Just ensure that you are doing relevant poses that will support and optimize your health, instead of making things wose for you.
If you have knee pain, avoid yoga poses that put pressure on the knees because that might exacerbate your ailment.
If you are completely new to doing yoga and don’t have much idea about the different yoga poses, we’d recommend that you start your journey with a trainer.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 18, 'document_label': 0}"
20,-1,19,0,"If you have knee pain, avoid yoga poses that put pressure on the knees because that might exacerbate your ailment.
If you are completely new to doing yoga and don’t have much idea about the different yoga poses, we’d recommend that you start your journey with a trainer.

Diabetes is a progressive and global concern that affects over 400 million people globally. If you are diagnosed with the condition, it's time you focus on including alternative therapies like yoga to manage and regulate the blood sugar levels in the body.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 19, 'document_label': 0}"
21,-1,20,0,"P. Narayanaswamy NaiduNov 1, 2022 at 3:41 AM.Reply Very good information of Yoga for the cure of Type-2 Diabetes. Regular practice of these yoga asanas will certainly cure diabetes. And also maintain general fitness of the body.
- Myhealth TeamNov 3, 2022 at 7:06 AM.Reply Thank you Mr. Naidu for your appreciation. We would keep coming up with more information and content for better health management for diabetes and other major health conditions.
- Ram bdr SunuwarOct 28, 2022 at 2:12 PM.Reply I would like to do yoga with train person 
Can I join on line?
- Myhealth TeamOct 29, 2022 at 8:50 AM.Reply You may join our community https://redcliffelabs.com/health-community/ for more video content on yoga. Thank you for sharing your enquiry.
- Sanjeev AladhiOct 27, 2022 at 2:30 PM.Reply Please show or display suggested yogasanas postures for easy to readers for practice the suggested yogasanas postures......Thanking you good article now days.....
- AdminOct 28, 2022 at 6:27 AM.Reply Thank you for the feedback.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 20, 'document_label': 0}"
22,-1,20,0,"we are upgrading the current article with image and video link. I am sharing a link of a video: yoga for diabetes from our redcliffe you tube channel. https://www.youtube.com/watch?v=a7KLQ1oCvNs.  you may visit our you tube channel https://www.youtube.com/c/RedcliffeLabs_/videos and find associated yoga content there as well.
- SrinivasOct 27, 2022 at 2:16 PM.Reply Pictures would have helped more
P. Narayanaswamy Naidu
Nov 1, 2022 at 3:41 AM.
Very good information of Yoga for the cure of Type-2 Diabetes. Regular practice of these yoga asanas will certainly cure diabetes. And also maintain general fitness of the body.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 20, 'document_label': 0}"
23,-1,21,0,"P. Narayanaswamy Naidu
Nov 1, 2022 at 3:41 AM.
Very good information of Yoga for the cure of Type-2 Diabetes. Regular practice of these yoga asanas will certainly cure diabetes. And also maintain general fitness of the body.

Myhealth TeamNov 3, 2022 at 7:06 AM.Reply Thank you Mr. Naidu for your appreciation. We would keep coming up with more information and content for better health management for diabetes and other major health conditions.
Nov 3, 2022 at 7:06 AM.
Thank you Mr. Naidu for your appreciation. We would keep coming up with more information and content for better health management for diabetes and other major health conditions.
Ram bdr Sunuwar
Oct 28, 2022 at 2:12 PM.
I would like to do yoga with train person 
Can I join on line?
Myhealth TeamOct 29, 2022 at 8:50 AM.Reply You may join our community https://redcliffelabs.com/health-community/ for more video content on yoga. Thank you for sharing your enquiry.
Oct 29, 2022 at 8:50 AM.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 21, 'document_label': 0}"
24,-1,21,0,"Myhealth TeamOct 29, 2022 at 8:50 AM.Reply You may join our community https://redcliffelabs.com/health-community/ for more video content on yoga. Thank you for sharing your enquiry.
Oct 29, 2022 at 8:50 AM.
You may join our community https://redcliffelabs.com/health-community/ for more video content on yoga. Thank you for sharing your enquiry.
Oct 27, 2022 at 2:30 PM.
Please show or display suggested yogasanas postures for easy to readers for practice the suggested yogasanas postures......Thanking you good article now days.....","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 21, 'document_label': 0}"
25,-1,22,0,"Nov 3, 2022 at 7:06 AM.
Thank you Mr. Naidu for your appreciation. We would keep coming up with more information and content for better health management for diabetes and other major health conditions.
Ram bdr Sunuwar
Oct 28, 2022 at 2:12 PM.
I would like to do yoga with train person 
Can I join on line?
Myhealth TeamOct 29, 2022 at 8:50 AM.Reply You may join our community https://redcliffelabs.com/health-community/ for more video content on yoga. Thank you for sharing your enquiry.
Oct 29, 2022 at 8:50 AM.
You may join our community https://redcliffelabs.com/health-community/ for more video content on yoga. Thank you for sharing your enquiry.
Oct 27, 2022 at 2:30 PM.
Please show or display suggested yogasanas postures for easy to readers for practice the suggested yogasanas postures......Thanking you good article now days.....

AdminOct 28, 2022 at 6:27 AM.Reply Thank you for the feedback. we are upgrading the current article with image and video link. I am sharing a link of a video: yoga for diabetes from our redcliffe you tube channel.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 22, 'document_label': 0}"
26,-1,22,0,"we are upgrading the current article with image and video link. I am sharing a link of a video: yoga for diabetes from our redcliffe you tube channel. https://www.youtube.com/watch?v=a7KLQ1oCvNs.  you may visit our you tube channel https://www.youtube.com/c/RedcliffeLabs_/videos and find associated yoga content there as well.
Oct 28, 2022 at 6:27 AM.","{'imgs': 'https://myhealth-redcliffelabs.redcliffelabs.com/media/blog-content/1274/11.-Corpse-Pose-1024x512.jpg\n/myhealth/_next/image/?url=%2Fmyhealth%2Flogo-coloured.png&w=384&q=75', 'key_words': '', 'external_ref': '', 'source': 'https://redcliffelabs.com/myhealth/diabetes/yoga-for-diabetes-11-effective-yoga-asanas-that-will-help-you/', 'rank': 22, 'document_label': 0}"
